kingdom	phylum	class	order	family	genus	species
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_disiens
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_stercorea
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_stercorea
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_timonensis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_timonensis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_finegoldii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_finegoldii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_indistinctus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_indistinctus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_onderdonkii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_onderdonkii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_senegalensis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_senegalensis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_sp_AP11
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_sp_AP11
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_unclassified
Bacteria	Candidatus_Saccharibacteria					
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname				
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname			
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname		
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname_unclassified	
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	candidate_division_TM7_single_cell_isolate_TM7b
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	candidate_division_TM7_single_cell_isolate_TM7b
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	candidate_division_TM7_single_cell_isolate_TM7c
Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	candidate_division_TM7_single_cell_isolate_TM7c
Bacteria	Firmicutes					
Bacteria	Firmicutes	Bacilli				
Bacteria	Firmicutes	Bacilli	Bacillales			
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname		
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname	Gemella	
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname	Gemella	Gemella_unclassified
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae		
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus
Bacteria	Firmicutes	Bacilli	Lactobacillales			
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae		
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_unclassified
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae		
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_avium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_avium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_acidophilus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_acidophilus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_casei_paracasei
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_casei_paracasei
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_fermentum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_fermentum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mucosae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mucosae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_ruminis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_ruminis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_salivarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_salivarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_vaginalis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_vaginalis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae		
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc_lactis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc_lactis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_cibaria
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_cibaria
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_unclassified
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae		
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_australis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_australis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_intermedius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_intermedius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_lutetiensis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_lutetiensis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_macedonicus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_macedonicus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis_oralis_pneumoniae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis_oralis_pneumoniae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasanguinis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasanguinis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pasteurianus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pasteurianus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_vestibularis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_vestibularis
Bacteria	Firmicutes	Clostridia				
Bacteria	Firmicutes	Clostridia	Clostridiales			
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus_pullicaecorum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus_pullicaecorum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_noname	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_noname	Clostridiaceae_bacterium_JC118
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_noname	Clostridiaceae_bacterium_JC118
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_asparagiforme
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_asparagiforme
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_bolteae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_bolteae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_bolteae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_bolteae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_citroniae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_citroniae
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_clostridioforme
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_clostridioforme
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_hathewayi
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_hathewayi
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_hathewayi
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_hathewayi
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_hathewayi
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_leptum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_leptum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_methylpentosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_methylpentosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_nexile
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_nexile
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_perfringens
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_perfringens
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_scindens
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_scindens
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_ATCC_BAA_442
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_ATCC_BAA_442
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_D5
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_D5
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_L2_50
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_L2_50
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_symbiosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_symbiosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis		
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis		
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_obesiensis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_obesiensis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_prevotii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_prevotii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_tetradius
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_tetradius
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_vaginalis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus_vaginalis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Clostridiales_Family_XI_Incertae_Sedis_noname	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Clostridiales_Family_XI_Incertae_Sedis_noname	Clostridiales_bacterium_BV3C26
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Clostridiales_Family_XI_Incertae_Sedis_noname	Clostridiales_bacterium_BV3C26
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Finegoldia	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Finegoldia	Finegoldia_magna
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Finegoldia	Finegoldia_magna
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Parvimonas	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Parvimonas	Parvimonas_micra
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Parvimonas	Parvimonas_micra
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Parvimonas	Parvimonas_unclassified
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_duerdenii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_duerdenii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_harei
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_harei
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_lacrimalis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus_lacrimalis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname		
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Clostridiales_noname	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Clostridiales_noname	Clostridiales_bacterium_1_7_47FAA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Clostridiales_noname	Clostridiales_bacterium_1_7_47FAA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Flavonifractor	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Flavonifractor	Flavonifractor_plautii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Flavonifractor	Flavonifractor_plautii
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Pseudoflavonifractor	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Pseudoflavonifractor	Pseudoflavonifractor_capillosus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_noname	Pseudoflavonifractor	Pseudoflavonifractor_capillosus
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae		
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis_stercorihominis
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis_stercorihominis
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_noname	
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_noname	Eubacteriaceae_noname_unclassified
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_brachy
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_brachy
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_eligens
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_eligens
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_hallii
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_hallii
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_limosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_limosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_ramulus
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_ramulus
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_rectale
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_rectale
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_siraeum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_siraeum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_sp_3_1_31
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_sp_3_1_31
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_ventriosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_ventriosum
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes_caccae
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes_caccae
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes_hadrus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes_hadrus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes_unclassified
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_hydrogenotrophica
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_hydrogenotrophica
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_producta
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_producta
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_gnavus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_gnavus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_obeum
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_obeum
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_torques
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus_torques
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio_crossotus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio_crossotus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus_catus
