OTU_ID	Kingdom	Phylum	Class	Order	Family	genus	Species
7324a1b939c15aee64f2f2a1aebfd53f	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	Cardiobacterium	s_uncultured bacterium
9e75d15ba3717ca20d8aa45e3c4a6bab	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Leuconostocaceae	Leuconostoc	
9485b25a0c921cb845dc9c4142ae4a0f	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Family XI	Parvimonas	
2df098d5a2b843273967a0f1258a5962	k_Bacteria	p_Verrucomicrobia	c_Verrucomicrobiae	o_Verrucomicrobiales	f_Akkermansiaceae	Akkermansia	
59d1e8f068a62afb3e9718782e63794a	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Mitsuokella	
94053f316c801acc55463a41ea315ce7	k_Bacteria	p_Planctomycetes	c_Planctomycetacia	o_Planctomycetales	f_uncultured		
5810f60a7e8ee1faa30342db39895f53	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Eubacterium	s_uncultured bacterium
abcf62498867c2ed7907f9761d2b6d06	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	
5fbc483f79cd97d3a7253931f37c33e8	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Flavonifractor	
4438827f910f0edc0caeb8a8b7720d68	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Christensenellaceae	Christensenellaceae	
8a3e52c15637f5eac446da18050f8bc4	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Porphyrobacter	
504603c985b0a6a9bdbec051d2cc9e26	k_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Coriobacteriales	f_Eggerthellaceae	Senegalimassilia	s_unidentified
b63bf76fa1956495ca452399670aa976	k_Bacteria						
1280ccce981ee10b0979ef87a89432ef	k_Bacteria	p_Patescibacteria	c_Saccharimonadia	o_Saccharimonadales	f_uncultured bacterium	uncultured	s_uncultured bacterium
cee0a70670889c64abaae9d59089ac17	k_Bacteria	p_Cyanobacteria	c_Oxyphotobacteria	o_Nostocales	f_Chroococcidiopsaceae	Chroococcidiopsis	
0ffb1b763b343b768843086055b74ccb	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Hyphomicrobiaceae	Hyphomicrobium	
b9a10ebd1ffdf928f5104456403f7cf1	k_Bacteria	p_Actinobacteria	c_Coriobacteriia	o_Coriobacteriales	f_Coriobacteriaceae	Collinsella	
f663dd604f793f22ce20452b09494608	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	
04ba48fa255c5739c2c9cdb11dc55fb2	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Myxococcales	f_Polyangiaceae	uncultured	s_uncultured bacterium
dee79596e563eb6e7400ceebd6f6b9d1	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	Gillisia	
6bc5501b645724a47afcaa849ff04f9d	Unassigned						
14ab951b1d55b2a28c86c7c197a2afd2	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Tyzzerella	s_uncultured bacterium
19e027acd7fcefdbdecef4f5d5ab9c6b	Unassigned						
8d65b499a7bfd00f6dd7c5f2b53d3a13	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Porphyrobacter	s_Porphyrobacter meromictius
e35d3540d8ec7060aeb7920af31505db	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	Streptococcus	
6c97032645f4dd18a4f57062d6278a71	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Veillonella	
3fe564b7a5becef9cb89827d70519f6a	k_Bacteria	p_Tenericutes	c_Mollicutes	o_Mollicutes RF39	f_uncultured bacterium	uncultured	s_uncultured bacterium
3df4534cc366825dd3b1ff10bc7fc827	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_A0839		
352ad65d56d6cd2ae8af313f1db7e1bf	Unassigned						
1a480d07acef755b9599c6dccc425db1	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	Rikenellaceae	s_Bacteroides sp. CAG:1060_57_27
4b7ac60da8cec929e51c5f2ad44106a3	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria				
1e1157e14b44cd8d2943a23e8788148f	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Cytophagales	f_Spirosomaceae	Spirosoma	
f40065b2fd2eae748a2258df21013f06	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Propionibacteriales	f_Nocardioidaceae		
bea5fee438aee07c20cd6f32653e5a06	k_Bacteria						
53836f48bc88c75d0cd307d470ae58cc	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae		
a1d83433e07f97fd446f7ff512e44fc6	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae	Comamonas	s_Comamonas testosteroni
93e495379745346d8252173f9d95e6d0	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	
c27a0648effe0b1cadb2623dbb3d7f31	k_Bacteria						
c3b157ba027844a931c02cbf8b073949	k_Bacteria						
7db19a26a0a4e1359b0d30981174bf40	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Desulfarculales	f_Desulfarculaceae	uncultured	
809eb18e709bf0b62ccb9cecd25ef6d9	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_unidentified
ee01ab1420db61d58f774458c81effa9	Unassigned						
a9063e91ec917635b649f0251b18db50	k_Bacteria						
76f94c478be1856217378deadfe21455	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	
f878540ee43fff86078eafce5c593cbc	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	Bifidobacterium	
da658b81710b553efa1968431aac6abd	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	Porphyromonas	s_Porphyromonas sp. HMSC077F02
aa76767c5238c65e75417b806221fab6	Unassigned						
583ed545ca357d1d8cdabe75e8db6f5a	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae		
a3312c883ce21ac6cf6f5f253feecdf1	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Lactobacillaceae	Lactobacillus	
976645ffcee3d7968698a979c6ff9e99	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminiclostridium	s_Anaerostipes hadrus
85b4983bb7ca771b3ecf2b4f0e7389dd	Unassigned						
ee161caa02c1f4511234d81e061d790e	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Fusobacteriaceae	Fusobacterium	
913ed7f3515040c4be65da865abf06ba	k_Bacteria						
b5dbd94eb59a18363cb93e4c15217457	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	
263b2d1adbf3b4186c651cb0a66160bb	k_Bacteria						
7d3502226ddfb826d10e368bdf346a3c	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Ectothiorhodospirales	f_Thioalkalispiraceae	Thioalkalispira	s_uncultured soil bacterium
27c29f21052b35d0610a96eb47a01d23	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae		
c9cd83c6a82698e95839d0f6f8e1b9c7	k_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	Faecalitalea	s_uncultured bacterium
595a2e65727dda74b4eda1e3951644c5	k_Bacteria	p_Firmicutes	c_Bacilli	o_Bacillales	f_Staphylococcaceae	Staphylococcus	
ce119c9169b7feaa933a74f7095972dd	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae		
8d1f5d2eb3283ce47e884a830d08e47a	k_Bacteria	p_Epsilonbacteraeota	c_Campylobacteria	o_Campylobacterales	f_Campylobacteraceae	Campylobacter	s_unidentified
72822023bc2f8f80e1896fe96fb9e581	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Butyrivibrio	
b83773350eeda430675eaaba7001a618	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Flavisolibacter	s_uncultured bacterium
5e67b0e457ae3a57e27e69e52fbeb4fb	k_Bacteria	p_Acidobacteria	c_Subgroup 6				
d5a8efc2031fbdc3f155773d71750a1a	k_Bacteria	p_Firmicutes	c_Bacilli	o_Bacillales	f_Paenibacillaceae	Paenibacillus	
f6021801547dc48e4d853ab9c4981935	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Eubacterium	s_uncultured bacterium
0f55b7cc2e6ffd8c4d8ce051d8b8067d	k_Bacteria	p_Planctomycetes	c_Planctomycetacia	o_Gemmatales	f_Gemmataceae	Gemmata	
3dd3f1c4460dd1a2d6249376e227acd1	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Fusobacteriaceae	Fusobacterium	
6bcaa31a09753432322ecb1768fe9551	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Marinifilaceae	Butyricimonas	
35bd3bb9b6ec85193de96877f23668d4	Unassigned						
5721fb9a52707f18ba784b191bca7838	k_Bacteria	p_Tenericutes	c_Mollicutes	o_Acholeplasmatales	f_Acholeplasmataceae	Acholeplasma	
497aa38580aba714ec227939456c1c8c	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Barnesiellaceae	Barnesiella	
0b8895fb79c25623b3fa4a8292ccfabc	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Christensenellaceae	Christensenellaceae	s_uncultured bacterium
e82fdd4d86f42b92433856df27fc5659	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Weeksellaceae	Bergeyella	s_uncultured bacterium
48c760958e2cff4a3e91ee2f5dd50fe9	k_Bacteria	p_Acidobacteria	c_Blastocatellia (Subgroup 4)	o_Blastocatellales	f_Blastocatellaceae	uncultured	s_uncultured bacterium
d249e024ce093f6471d15d686a627a64	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_Prevotella shahii DSM 15611 = JCM 12083
e36531e3f6d9528ce78420e97b06a1ce	k_Bacteria						
19a63675e5eb780dbf43ed1c2061e84c	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptococcaceae	uncultured	s_uncultured bacterium
4b148a13cb58ab7f12919f46646edf36	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	
a09d6150a76ed5b484f9157717ad126a	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	uncultured	
b641fe32cb306c79f3a44cb4ebc9dcfe	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Oscillibacter	s_uncultured bacterium
df748e7779ae16b65857c9dde54da259	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Johnsonella	s_uncultured Lachnospiraceae bacterium
d2b1b575e43acf135cbdd1b076601bf2	k_Bacteria	p_Nitrospirae	c_Thermodesulfovibrionia	o_uncultured	f_uncultured bacterium	uncultured	s_uncultured bacterium
376953e32979a624a8f7ce019545f703	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	Bifidobacterium	
e796b8b1afcf69b49d7e0a5797aac43b	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Bdellovibrionales	f_Bacteriovoracaceae	Peredibacter	
f71b8bb53e6632e1de09eebacd7169c1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales			
a0b1d7397498d78349d5029c23cd560b	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptococcaceae	uncultured	s_uncultured bacterium
dac531cead520290d9b8739e624c63d0	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales			
3f3053fe60809d04ee141e8ad986eea1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Fournierella	
3efce5273610f7525200d3fd3423b6b3	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	Actinomyces	
6dcaf5dafe4d20b4f82131ef8c1e5b19	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Mitsuokella	s_uncultured bacterium
cfc5ab796d7032fd97e678af52020b5d	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Xanthobacteraceae	Xanthobacter	s_uncultured bacterium
9399121e2f60a4dc83f300c60b82ff19	k_Bacteria	p_Planctomycetes	c_Planctomycetacia	o_Gemmatales	f_Gemmataceae	uncultured	s_uncultured bacterium
229e983bd4dced527b4b6f0d124bf183	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Faecalibacterium	
d6692b005fa63edc4a8c23c18983ef56	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	
5abfde02a421a7bef480e4577e49e55b	Unassigned						
d137c1adb995d7247a5daf5c0bcdc76e	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Lactobacillaceae	Lactobacillus	
a7714c93d8b8a7089b22cbde223d3113	Unassigned						
d1015364be249e30abba19ef09346118	k_Bacteria	p_Firmicutes	c_Bacilli	o_Bacillales			
5363d45c107e481b88571f526e2e1827	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae		
980a06ed7a55208ee5a854001adcc8f0	k_Bacteria	p_Planctomycetes	c_Phycisphaerae	o_Tepidisphaerales	f_Tepidisphaeraceae	uncultured	s_uncultured bacterium
196ec3256c755f2ae399712094922c38	k_Bacteria	p_Planctomycetes	c_BD7-11	o_uncultured bacterium	f_uncultured bacterium	uncultured	s_uncultured bacterium
18b11d9c24227cc91ba3adfef6083144	k_Bacteria	p_Acidobacteria	c_Subgroup 17	o_uncultured bacterium	f_uncultured bacterium	uncultured	s_uncultured bacterium
b701d92e8a27bb2a2c11e2defc17f33c	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Alteromonadales	f_Shewanellaceae	Shewanella	
adb440fe743e4452deb9f09e9ceadf96	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_P5D1-392	uncultured	s_uncultured bacterium
85048380349012aed47db61f71147c35	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Beijerinckiaceae	Methylocella	s_uncultured bacterium
f8098943669ad8e0705cbe595bff84be	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Bifidobacteriales	f_Bifidobacteriaceae	Bifidobacterium	
0b7915c12c3d3127d02a7defd28f37e6	Unassigned						
b86b477dae7681829000254fb043c325	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	Porphyromonas	s_unidentified
084cf8b0d84022b4c1b5bd8fa8dd1021	k_Bacteria						
1262f8a777645a11ef0cfbab597fe579	k_Bacteria	p_Synergistetes	c_Synergistia	o_Synergistales	f_Synergistaceae	uncultured	s_uncultured bacterium
eadca6fdc3565af97de25036f9779dc2	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Negativibacillus	s_uncultured bacterium
fbc2990d70bc4c900c653de4466f2fd6	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Christensenellaceae	Christensenellaceae	
737a8519f8b7c300e59874a543ce9d73	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_Prevotella sp. oral clone BS041
5a47b9155c5e7caa94563970d3ed6ca0	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	Porphyromonas	
9b822168cc8f7363b8d68e18631b5d30	Unassigned						
41a479e6d73fddcd4fa5244ad3b6747a	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcus	
17664000c3fd66955bfb602b7a672e21	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcus	
858eafad2d2ce51b437a7a48677fa138	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	s_uncultured bacterium
f8cac14634b1d0339cf91e63f2fe92d5	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	f_Rhodobacteraceae	Paracoccus	
52369a48b7e0c06840cfacdee4ea4c43	k_Bacteria						
bbb113283977166cd47fde9ca6b1c848	k_Bacteria	p_Cyanobacteria	c_Oxyphotobacteria	o_Nostocales	f_Chroococcidiopsaceae	Chroococcidiopsis	
4bf0e980dd4a6357a349cdd666f5da97	Unassigned						
7568d3badec99940b5167b970ae0dad5	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Streptosporangiales	f_Nocardiopsaceae	Nocardiopsis	
ca016808a90c1f59b5eec19b59f2ba47	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Micrococcales	f_Micrococcaceae	Rothia	
7f3ad9fa113c89b39f8f8ecda8bbe316	k_Bacteria	p_Chloroflexi	c_Anaerolineae	o_Anaerolineales	f_Anaerolineaceae	UTCFX1	
b6ecd20f301035741915d6c32bda2410	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Allisonella	s_uncultured bacterium
fe20e24b82616c740b3803a31585f024	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Neisseriaceae	Neisseria	
ea65b2a52e0b95df31df22bf086b63c8	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcus	
8eed483c73598c11d575014edf4cb846	k_Bacteria	p_Bacteroidetes	c_Rhodothermia	o_Rhodothermales	f_Rhodothermaceae	uncultured	s_uncultured bacterium
6fa80f1db3240ee06c1597c1f13fef37	k_Bacteria	p_Deferribacteres	c_Deferribacteres	o_Deferribacterales	f_Deferribacteraceae	Mucispirillum	
b61a864a8fe756dbb9e84c14287c27f0	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	Rikenellaceae	s_Bacteroidia bacterium feline oral taxon 115
d1b919d3249d11349e70cbee9bb4fed0	k_Archaea	p_Nanoarchaeaeota	c_Woesearchaeia	o_Candidatus Levybacteria bacterium RIFOXYB1_FULL_40_17	f_Candidatus Levybacteria bacterium RIFOXYB1_FULL_40_17	Candidatus	s_Candidatus Levybacteria bacterium RIFOXYB1_FULL_40_17
d9ac8173aa5e5d221eb75dec242c8224	k_Bacteria	p_Firmicutes					
d51f38266fbd8984ed2d21a83092dcbf	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Streptomycetales	f_Streptomycetaceae	Streptomyces	
25312f28d5545a4930b5db8581b7e3af	k_Bacteria	p_Verrucomicrobia	c_Verrucomicrobiae	o_Chthoniobacterales	f_Chthoniobacteraceae	Chthoniobacter	s_uncultured Verrucomicrobia bacterium
b279cff4dc50a4681bf07ec734ab4af6	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Carnobacteriaceae	Granulicatella	
6119a9e88dca8f17ff2fcd3664abf5d9	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Taibaiella	
bac391a9c01d0620cb707ece98e9a9ee	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	Porphyromonas	s_uncultured organism
daa09f6c5cbe56192d6a988635e505b7	k_Bacteria	p_Verrucomicrobia	c_Verrucomicrobiae	o_Verrucomicrobiales	f_Rubritaleaceae	Haloferula	s_uncultured bacterium
df20642020a674e3ab2dc57d53185241	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	Rikenellaceae	s_Bacteroidales oral clone MCE7_164
12392e67db62c8e9a290f91ff957b2d2	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Desulfovibrionales	f_Desulfovibrionaceae	Desulfovibrio	
44a7d7a5dc50197440f27621bd4749d8	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Rhodanobacteraceae	Luteibacter	s_uncultured bacterium
b4d44e064342a03b790c2cf8a55fd57c	k_Bacteria	p_Verrucomicrobia	c_Verrucomicrobiae	o_Chthoniobacterales	f_Chthoniobacteraceae	Candidatus	
916c1e3e026ca53866939fe831eb3522	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Ruminococcus	
1ab0053062a44b353aa60414f8b49a93	k_Bacteria	p_Chloroflexi	c_Chloroflexia	o_Chloroflexales	f_Roseiflexaceae	uncultured	s_uncultured bacterium
41bac1af7aebc79c5a3f2fe8a87e4366	k_Bacteria	p_FCPU426	c_uncultured bacterium	o_uncultured bacterium	f_uncultured bacterium	uncultured	s_uncultured bacterium
1b9bf42967c78a2efb74128aef9fec53	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Novosphingobium	
599b8bd7134e63d509654044da712b0d	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_TRA3-20		
709a1dba0b0023a853d5cf6767864035	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_A0839	metagenome	s_metagenome
47307449370fb48c1592d48d3b4ee7ca	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Family XI	Murdochiella	s_uncultured bacterium
